"SIU";"LINHA";"SUBLINHA";"PC";" Endereço do Ponto";" Nº Imóvel";"Seq";"0";"1";"2";"3";"4";"5";"6";"7";"8";"9";"10";"11";"12";"13";"14";"15";"16";"17";"18";"19";"20";"21";"22";"23";" Total geral ";"Latitude.WGS84";"Longitude.WGS84";"X";"Y";"NA";"NA"
"90492";"9105";"1";"2";"JOAO PINHEIRO, AVE";"329";14;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;3;0;6;1;0;1;0;0;0;12;"-19.92814288190163";"-43.93683222704595";"611268.22";"7796118.48";12;"9105-90492"
"90525";"9105";"1";"2";"DA LIBERDADE, PCA";"153";12;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;4;0;3;3;0;7;0;0;0;19;"-19.9326943644191";"-43.93749715205314";"611195.44";"7795615.19";19;"9105-90525"
"90550";"9105";"1";"2";"NOSSA SENHORA DO CARMO, AVE";"289";9;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;8;4;6;4;1;0;0;0;0;27;"-19.9427410221797";"-43.9337658398339";"611578.92";"7794500.81";27;"9105-90550"
"90553";"9105";"1";"2";"NOSSA SENHORA DO CARMO, AVE";"555";8;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;2;3;5;3;3;1;0;0;0;19;"-19.9443207638712";"-43.9341966820241";"611532.72";"7794326.26";19;"9105-90553"
"90557";"9105";"1";"2";"NOSSA SENHORA DO CARMO, AVE";"777";7;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;3;6;9;3;1;7;0;0;0;30;"-19.9467752228308";"-43.934866279066";"611460.92";"7794055.06";30;"9105-90557"
"90753";"9105";"1";"2";"DOS TAMOIOS, RUA";"23";17;0;0;0;0;0;0;1;9;0;12;7;5;5;7;7;12;15;36;20;4;7;0;0;0;147;"-19.92092287167839";"-43.93682327965184";"611274.21";"7796917.54";147;"9105-90753"
"90794";"9105";"1";"2";"VENEZUELA, RUA";"333";4;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;4;2;0;0;0;0;0;0;8;"-19.951096652322";"-43.9362976640253";"611308.09";"7793577.74";8;"9105-90794"
"90796";"9105";"1";"2";"VENEZUELA, RUA";"585";3;0;0;0;0;0;0;0;3;0;0;0;0;0;1;5;12;4;7;4;0;1;0;0;0;37;"-19.9531957935145";"-43.9368712730632";"611246.59";"7793345.8";37;"9105-90796"
"90818";"9105";"1";"2";"COSTA RICA, RUA";"33";2;0;0;0;0;0;0;4;2;0;1;0;0;0;1;1;6;3;4;0;0;0;0;0;0;22;"-19.9541706256264";"-43.9376086583786";"611168.73";"7793238.4";22;"9105-90818"
"90820";"9105";"1";"2";"COSTA RICA, RUA";"209";1;0;0;0;0;0;0;1;1;0;1;0;0;0;3;0;3;2;5;2;0;0;0;0;0;18;"-19.9558034602748";"-43.9386997086685";"611053.41";"7793058.41";18;"9105-90820"
"90992";"9105";"1";"2";"JOAO PINHEIRO, AVE";"607";13;0;0;0;0;0;0;0;0;0;0;0;0;1;3;1;0;3;4;2;0;1;0;0;0;15;"-19.9306118896514";"-43.9375110236271";"611195.45";"7795845.67";15;"9105-90992"
"91035";"9105";"1";"2";"CRISTOVAO COLOMBO, AVE";"666";11;0;0;0;0;0;0;0;0;0;0;0;1;1;1;0;2;4;4;3;0;5;0;0;0;21;"-19.93440330332591";"-43.93776146952864";"611166.58";"7795426.23";21;"9105-91035"
"91096";"9105";"1";"2";"ESPIRITO SANTO, RUA";"993";16;0;0;0;0;0;0;1;0;0;0;0;1;5;1;3;9;0;15;5;6;2;0;0;0;48;"-19.92338413265143";"-43.93836085506175";"611111.55";"7796646.16";48;"9105-91096"
"20031";"9106";"1";"1";"ALABASTRO, RUA";"235";13;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;"-19.9104767269219";"-43.9207931287199";"612959.53";"7798062.97";1;"9106-20031"
"20033";"9106";"1";"1";"ALEGRETE, RUA";"113";3;0;0;0;0;0;2;5;8;3;7;2;0;1;1;0;0;0;3;1;0;0;0;0;0;33;"-19.9007160999606";"-43.920799321712";"612965.81";"7799143.22";33;"9106-20033"
"20035";"9106";"1";"1";"ALEGRETE, RUA";"315";2;0;0;0;0;0;2;6;8;1;1;0;1;1;1;0;0;0;2;0;0;0;0;0;0;23;"-19.8990586073648";"-43.92035108759";"613013.91";"7799326.36";23;"9106-20035"
"20203";"9106";"1";"1";"CABROBO, RUA";"478";1;0;0;0;0;0;1;10;12;5;1;0;1;0;0;0;0;0;4;0;0;0;0;0;0;34;"-19.8986176064683";"-43.9185547013192";"613202.28";"7799373.96";34;"9106-20203"
"20308";"9106";"1";"1";"DO CONTORNO, AVE";"1511";18;0;0;0;0;2;10;12;9;4;1;2;1;0;0;1;0;0;4;1;0;0;0;0;0;47;"-19.91331540971916";"-43.92980940414973";"612013.72";"7797754.83";47;"9106-20308"
"20545";"9106";"1";"1";"JACQUES LUCIANO, RUA";"221";9;0;0;0;0;0;4;3;3;3;0;2;1;0;0;1;1;0;0;0;0;0;0;0;0;18;"-19.9055475872015";"-43.9206637767584";"612976.57";"7798608.41";18;"9106-20545"
"20806";"9106";"1";"1";"IPIRANGA, RUA";"119";17;0;0;0;0;0;0;1;0;3;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;5;"-19.9129345923823";"-43.9269775496437";"612310.42";"7797795.09";5;"9106-20806"
"20908";"9106";"1";"1";"JOAO CARLOS, RUA";"555";6;0;0;0;0;0;2;1;0;3;0;0;0;1;1;1;1;0;0;0;0;0;0;0;0;10;"-19.9046311435147";"-43.9185267445338";"613200.93";"7798708.4";10;"9106-20908"
"21218";"9106";"1";"1";"PETROLINA, AVE";"256";4;0;0;0;0;1;1;10;18;6;5;2;4;0;1;3;1;0;3;4;0;0;0;0;0;59;"-19.9019982423297";"-43.9210220883345";"612941.58";"7799001.47";59;"9106-21218"
"21221";"9106";"1";"1";"PETROLINA, AVE";"446";5;0;0;0;0;0;5;14;11;14;3;3;3;1;0;0;6;0;10;0;3;0;0;0;0;73;"-19.90348075932";"-43.9196608174561";"613083.03";"7798836.48";73;"9106-21221"
"21340";"9106";"1";"1";"SANTA MARTA, RUA";"567";10;0;0;0;0;0;0;0;4;0;1;0;1;1;0;0;0;0;0;0;0;0;0;0;0;7;"-19.9063678285138";"-43.9209009512892";"612951.16";"7798517.79";7;"9106-21340"
"21348";"9106";"1";"1";"SANTISSIMA TRINDADE, RUA";"398";8;0;0;0;0;0;0;0;4;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6;"-19.9054011785493";"-43.9197205746409";"613075.41";"7798623.98";6;"9106-21348"
"21360";"9106";"1";"1";"SAO FELIPE, RUA";"261";7;0;0;0;0;0;2;2;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6;"-19.9054411427465";"-43.9175993039398";"613297.44";"7798618.13";6;"9106-21360"
"21426";"9106";"1";"1";"SILVIANO BRANDAO, AVE";"1507";15;0;0;0;0;0;3;4;7;1;1;2;0;1;3;0;8;0;0;1;2;0;0;0;0;33;"-19.91172885137764";"-43.92375937280394";"612648.14";"7797926.38";33;"9106-21426"
"21428";"9106";"1";"1";"SILVIANO BRANDAO, AVE";"1699";14;0;0;0;0;0;4;5;3;6;5;2;1;0;0;0;5;0;3;3;0;0;0;0;0;37;"-19.9116126491894";"-43.9217866883316";"612854.72";"7797937.92";37;"9106-21428"
"22461";"9106";"1";"1";"ALABASTRO, RUA";"345";12;0;0;0;0;0;1;1;4;3;3;0;1;0;1;0;1;0;3;0;0;0;0;0;0;18;"-19.9093653872547";"-43.9206051162799";"612980";"7798185.84";18;"9106-22461"
"22462";"9106";"1";"1";"PITANGUI, RUA";"2854";11;0;0;0;0;0;0;5;1;1;1;0;1;1;0;0;0;0;3;0;0;0;0;0;0;13;"-19.9074688333069";"-43.9205918056188";"612982.74";"7798395.73";13;"9106-22462"
"90130";"9106";"1";"1";"DOS ANDRADAS, AVE";"220";19;0;0;0;0;3;39;82;73;27;4;3;1;1;1;3;1;0;13;4;0;0;0;0;0;255;"-19.91702877054832";"-43.93465745648873";"611503.64";"7797347.08";255;"9106-90130"
"90191";"9106";"1";"1";"DOS BANDEIRANTES, AVE";"752";38;0;0;0;0;0;0;1;1;0;1;2;0;0;0;0;3;0;0;0;0;0;0;0;0;8;"-19.95397406550976";"-43.92834156760943";"612138.67";"7793253.99";8;"9106-90191"
"90194";"9106";"1";"1";"DOS BANDEIRANTES, AVE";"1504";40;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;"-19.95115795315953";"-43.92217434183931";"612786.07";"7793561.53";1;"9106-90194"
"90272";"9106";"1";"1";"CARACA, RUA";"774";44;0;0;0;0;3;2;0;0;0;2;0;1;0;1;0;1;0;1;0;0;0;0;0;0;11;"-19.9433745670277";"-43.9157161948568";"613467.49";"7794418.6";11;"9106-90272"
"90273";"9106";"1";"1";"CARACA, RUA";"896";45;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;"-19.9433882910601";"-43.9146641875159";"613577.58";"7794416.37";1;"9106-90273"
"90356";"9106";"1";"1";"CRISTOVAO COLOMBO, AVE";"135";26;0;0;0;0;0;0;5;0;1;3;5;1;0;1;1;0;0;3;0;0;0;0;0;0;20;"-19.93895344126515";"-43.93519807080904";"611431.68";"7794920.95";20;"9106-90356"
"90360";"9106";"1";"1";"CRISTOVAO COLOMBO, AVE";"629";25;0;0;0;0;0;0;0;2;1;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;5;"-19.93494271165018";"-43.93769862534901";"611172.78";"7795366.49";5;"9106-90360"
"90447";"9106";"1";"1";"GRAO MOGOL, RUA";"144";27;0;0;0;0;0;6;6;12;2;4;0;3;1;2;1;1;0;3;0;2;0;0;0;0;43;"-19.9412270227595";"-43.9323063562387";"611732.73";"7794667.4";43;"9106-90447"
"90448";"9106";"1";"1";"GRAO MOGOL, RUA";"360";28;0;0;0;0;0;6;4;6;0;0;0;0;0;0;0;0;0;3;0;0;0;0;0;0;19;"-19.9431642359469";"-43.932831093448";"611676.45";"7794453.35";19;"9106-90448"
"90450";"9106";"1";"1";"GRAO MOGOL, RUA";"640";29;0;0;0;0;0;5;11;5;3;0;0;1;0;0;1;0;0;0;0;2;0;0;0;0;28;"-19.945637843748";"-43.9335139138884";"611603.25";"7794180.04";28;"9106-90450"
"90493";"9106";"1";"1";"JOAO PINHEIRO, AVE";"450";23;0;0;0;0;0;1;1;5;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;8;"-19.92899081509966";"-43.93732174998302";"611216.39";"7796024.96";8;"9106-90493"
"90517";"9106";"1";"1";"LARANJAL, RUA";"400";31;0;0;0;0;0;2;1;2;0;0;0;0;0;0;0;1;0;1;1;0;0;0;0;0;8;"-19.9486007411994";"-43.9308776538777";"611877.06";"7793850.37";8;"9106-90517"
"90524";"9106";"1";"1";"DA LIBERDADE, PCA";"150";24;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;2;0;3;0;2;0;0;0;0;9;"-19.9318045952771";"-43.9386467110141";"611075.75";"7795714.42";9;"9106-90524"
"90639";"9106";"1";"1";"PIUM I, RUA";"1180";32;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;"-19.9494874582661";"-43.9309475534819";"611869.12";"7793752.28";1;"9106-90639"
"90640";"9106";"1";"1";"PIUM I, RUA";"1370";33;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;2;"-19.9511058893946";"-43.9302999706173";"611935.75";"7793572.73";2;"9106-90640"
"90643";"9106";"1";"1";"PIUM I, RUA";"1636";34;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;"-19.9533729433182";"-43.9293918129343";"612029.19";"7793321.22";3;"9106-90643"
"90691";"9106";"1";"1";"RIO VERDE, RUA";"357";30;0;0;0;0;0;1;0;3;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;6;"-19.9468887970169";"-43.9316467229511";"611797.78";"7794040.35";6;"9106-90691"
"90824";"9106";"1";"1";"DA BAHIA, RUA";"490";20;0;0;0;0;0;6;22;27;5;3;2;3;2;1;1;1;0;5;1;0;0;0;0;0;79;"-19.91919682353496";"-43.93594996338874";"611366.83";"7797107.99";79;"9106-90824"
"90825";"9106";"1";"1";"DA BAHIA, RUA";"734";21;0;0;0;0;0;0;0;1;0;1;2;0;0;0;0;0;0;0;0;0;0;0;0;0;4;"-19.92139003818658";"-43.93655599517522";"611301.86";"7796865.66";4;"9106-90825"
"90991";"9106";"1";"1";"JOAO PINHEIRO, AVE";"100";22;0;0;0;0;2;9;7;8;5;3;10;5;1;3;0;0;0;2;1;0;0;0;0;0;56;"-19.92564452098795";"-43.93640457910691";"611314.73";"7796394.7";56;"9106-90991"
"91256";"9106";"1";"1";"DOS BANDEIRANTES, AVE";"1220";39;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;"-19.95276295264601";"-43.92408498049868";"612584.98";"7793385.18";1;"9106-91256"
"91257";"9106";"1";"1";"DOS BANDEIRANTES, AVE";"127";35;0;0;0;0;0;0;3;4;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;8;"-19.95715047391138";"-43.93186019258717";"611768.21";"7792904.79";8;"9106-91257"
"20203";"9106";"1";"2";"CABROBO, RUA";"478";45;0;0;0;0;0;5;4;0;0;4;4;0;1;0;1;0;1;0;3;1;0;0;0;0;24;"-19.8986176064683";"-43.9185547013192";"613202.28";"7799373.96";24;"9106-20203"
"20692";"9106";"1";"2";"FLAVIO DOS SANTOS, AVE";"434";29;0;0;0;0;0;0;3;0;0;2;1;2;1;0;4;0;4;0;1;0;0;0;0;0;18;"-19.9128563378009";"-43.9250762216238";"612509.5";"7797802.48";18;"9106-20692"
"21144";"9106";"1";"2";"DONA NANCY DE VASCONCELOS GOMES, RUA";"68";33;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;2;"-19.9103455720439";"-43.919906825666";"613052.4";"7798076.89";2;"9106-21144"
"21220";"9106";"1";"2";"PETROLINA, AVE";"371";39;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;2;"-19.9029519175618";"-43.9200344749728";"613044.29";"7798895.26";2;"9106-21220"
"21222";"9106";"1";"2";"PETROLINA, AVE";"469";38;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;0;0;0;1;0;0;0;0;4;"-19.9036458454381";"-43.918709972121";"613182.45";"7798817.57";4;"9106-21222"
"21264";"9106";"1";"2";"POUSO ALEGRE, RUA";"2029";32;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;2;"-19.9126237165488";"-43.9202210410869";"613017.89";"7797824.97";2;"9106-21264"
"21289";"9106";"1";"2";"RAUL MENDES, RUA";"154";28;0;0;0;0;0;0;1;0;0;1;1;0;4;0;0;0;0;0;3;0;0;0;0;0;10;"-19.9153218227007";"-43.9259055132189";"612420.95";"7797530.17";10;"9106-21289"
"21381";"9106";"1";"2";"SAO MATEUS, RUA";"372";43;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;"-19.9006947602915";"-43.9173608613412";"613325.78";"7799143.27";1;"9106-21381"
"21427";"9106";"1";"2";"SILVIANO BRANDAO, AVE";"1600";30;0;0;0;0;0;0;0;0;0;0;3;0;0;0;2;0;0;0;1;0;0;0;0;0;6;"-19.91185931943209";"-43.92292268597281";"612735.63";"7797911.38";6;"9106-21427"
"21543";"9106";"1";"2";"VICENTINA DE SOUZA, RUA";"350";36;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;"-19.9066297191155";"-43.9174721921377";"613309.9";"7798486.5";1;"9106-21543"
"21606";"9106";"1";"2";"SAO MARCOS, RUA";"320";42;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;2;"-19.9005090806597";"-43.9195164912532";"613100.25";"7799165.27";2;"9106-21606"
"22368";"9106";"1";"2";"PETROLINA, AVE";"871";37;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0;4;"-19.9055802366141";"-43.9157209532542";"613493.97";"7798601.47";4;"9106-22368"
"22377";"9106";"1";"2";"PETROLINA, AVE";"275";40;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;"-19.9020344852859";"-43.9208003187766";"612964.77";"7798997.31";1;"9106-22377"
"90161";"9106";"1";"2";"ASSIS CHATEAUBRIAND, AVE";"167";27;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;4;0;0;0;0;0;0;0;6;"-19.91690726341109";"-43.92893058635932";"612103.18";"7797356.72";6;"9106-90161"
"90163";"9106";"1";"2";"ASSIS CHATEAUBRIAND, AVE";"457";26;0;0;0;0;0;1;1;0;2;0;0;0;0;0;1;0;2;0;0;0;0;0;0;0;7;"-19.91820703096705";"-43.93127362797777";"611857.01";"7797214.43";7;"9106-90163"
"90189";"9106";"1";"2";"DA BANDEIRA, PCA";"49";7;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;2;0;5;0;0;0;0;0;9;"-19.94867964594837";"-43.91980194648468";"613036.11";"7793834.22";9;"9106-90189"
"90193";"9106";"1";"2";"DOS BANDEIRANTES, AVE";"1297";9;0;0;0;0;0;0;3;0;0;0;0;0;1;0;4;0;4;0;14;0;0;0;0;0;26;"-19.9526426797984";"-43.9241580609791";"612577.42";"7793398.54";26;"9106-90193"
"90195";"9106";"1";"2";"DOS BANDEIRANTES, AVE";"1505";8;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;"-19.95118789422151";"-43.92231384002685";"612771.45";"7793558.31";1;"9106-90195"
"90198";"9106";"1";"2";"DOS BANDEIRANTES, AVE";"2285";5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;12;0;4;0;0;0;0;0;16;"-19.9464112957562";"-43.9178022923207";"613247";"7794083.92";16;"9106-90198"
"90273";"9106";"1";"2";"CARACA, RUA";"896";1;0;0;0;0;0;8;26;12;2;4;0;0;5;0;3;0;2;0;3;1;0;0;0;0;66;"-19.9433882910601";"-43.9146641875159";"613577.58";"7794416.37";66;"9106-90273"
"90352";"9106";"1";"2";"CORINTO, RUA";"421";2;0;0;0;0;0;5;9;14;11;4;0;1;1;0;0;0;7;0;3;0;0;0;0;0;55;"-19.94206028879674";"-43.91425322046194";"613621.54";"7794563.07";55;"9106-90352"
"90355";"9106";"1";"2";"CRISTOVAO COLOMBO, AVE";"104";18;0;0;0;0;0;0;0;3;0;0;6;1;4;0;9;0;9;0;9;7;0;0;0;0;48;"-19.9388049720883";"-43.93501465850366";"611450.98";"7794937.26";48;"9106-90355"
"90472";"9106";"1";"2";"HENRIQUE PASSINI, RUA";"415";3;0;0;0;0;0;0;3;1;2;1;1;0;0;0;0;0;4;0;0;0;0;0;0;0;12;"-19.941866641898";"-43.9159845676193";"613440.48";"7794585.67";12;"9106-90472"
"90492";"9106";"1";"2";"JOAO PINHEIRO, AVE";"329";22;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;3;"-19.92814288190163";"-43.93683222704595";"611268.22";"7796118.48";3;"9106-90492"
"90525";"9106";"1";"2";"DA LIBERDADE, PCA";"153";20;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;0;1;0;0;0;0;4;"-19.9326943644191";"-43.93749715205314";"611195.44";"7795615.19";4;"9106-90525"
"90540";"9106";"1";"2";"MONTES CLAROS, RUA";"227";16;0;0;0;0;0;0;1;0;0;1;0;1;0;0;0;0;3;0;3;1;0;0;0;0;10;"-19.943652442289";"-43.9331495331683";"611642.78";"7794399.53";10;"9106-90540"
"90541";"9106";"1";"2";"MONTES CLAROS, RUA";"465";15;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;18;0;4;1;0;0;0;0;23;"-19.9446958507749";"-43.9309377682919";"611873.52";"7794282.58";23;"9106-90541"
"90550";"9106";"1";"2";"NOSSA SENHORA DO CARMO, AVE";"289";17;0;0;0;0;0;0;0;1;0;0;0;0;0;0;2;0;5;0;12;1;0;0;0;0;21;"-19.9427410221797";"-43.9337658398339";"611578.92";"7794500.81";21;"9106-90550"
"90637";"9106";"1";"2";"PIUM I, RUA";"807";14;0;0;0;0;0;0;0;0;1;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;3;"-19.9467182745122";"-43.9309974427277";"611865.85";"7794058.79";3;"9106-90637"
"90638";"9106";"1";"2";"PIUM I, RUA";"1087";13;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;4;0;4;0;0;0;0;0;9;"-19.9485083377103";"-43.9312429093556";"611838.9";"7793860.84";9;"9106-90638"
"90641";"9106";"1";"2";"PIUM I, RUA";"1387";12;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5;0;0;0;0;0;0;0;5;"-19.9511897113715";"-43.93017537494";"611948.73";"7793563.37";5;"9106-90641"
"90642";"9106";"1";"2";"PIUM I, RUA";"1567";11;0;0;0;0;0;0;1;0;0;0;2;2;1;0;8;0;10;0;11;2;0;0;0;0;37;"-19.9527579078717";"-43.9295438820204";"612013.71";"7793389.39";37;"9106-90642"
"90749";"9106";"1";"2";"SERRANOS, RUA";"98";4;0;0;0;0;0;1;3;1;0;0;0;0;0;0;2;0;4;0;0;0;0;0;0;0;11;"-19.9438826050101";"-43.9167183972448";"613362.24";"7794363.05";11;"9106-90749"
"90753";"9106";"1";"2";"DOS TAMOIOS, RUA";"23";25;0;0;0;0;0;5;13;2;7;7;2;0;7;0;4;0;10;0;13;0;0;0;0;0;70;"-19.92092287167839";"-43.93682327965184";"611274.21";"7796917.54";70;"9106-90753"
"90992";"9106";"1";"2";"JOAO PINHEIRO, AVE";"607";21;0;0;0;0;0;1;1;0;0;1;0;0;4;0;4;0;0;0;11;1;0;0;0;0;23;"-19.9306118896514";"-43.9375110236271";"611195.45";"7795845.67";23;"9106-90992"
"91035";"9106";"1";"2";"CRISTOVAO COLOMBO, AVE";"666";19;0;0;0;0;0;0;0;0;1;0;1;0;0;0;3;0;1;0;3;0;0;0;0;0;9;"-19.93440330332591";"-43.93776146952864";"611166.58";"7795426.23";9;"9106-91035"
"91096";"9106";"1";"2";"ESPIRITO SANTO, RUA";"993";24;0;0;0;0;0;0;3;0;0;0;8;4;6;0;8;0;7;0;16;1;0;0;0;0;53;"-19.92338413265143";"-43.93836085506175";"611111.55";"7796646.16";53;"9106-91096"
"20052";"9201";"5";"1";"DOS ANDRADAS, AVE";"2901";22;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6;0;0;6;"-19.920564151175";"-43.9236622537902";"612652.05";"7796948.48";6;"9201-20052"
"20143";"9201";"5";"1";"BENJAMIM GUIMARAES, RUA";"1";1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;3;0;0;0;5;"-19.9239963306841";"-43.89695025979539";"615445.56";"7796550.5";5;"9201-20143"
"20145";"9201";"5";"1";"BENJAMIM GUIMARAES, RUA";"1185";5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;2;"-19.9242262508385";"-43.897666416499";"615370.43";"7796525.54";2;"9201-20145"
"20145";"9201";"5";"1";"BENJAMIM GUIMARAES, RUA";"1185";2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;2;"-19.9242262508385";"-43.897666416499";"615370.43";"7796525.54";2;"9201-20145"
"20147";"9201";"5";"1";"BENJAMIM GUIMARAES, RUA";"1290";3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;3;0;0;0;4;"-19.9264580107829";"-43.8983504841811";"615297.21";"7796279.01";4;"9201-20147"
"20148";"9201";"5";"1";"BENJAMIM GUIMARAES, RUA";"1295";4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;3;4;0;0;11;"-19.92527769387553";"-43.89707369095387";"615431.71";"7796408.77";11;"9201-20148"
"20316";"9201";"5";"1";"DO CONTORNO, AVE";"2983";20;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;"-19.92211353250639";"-43.9205923490866";"612972.28";"7796774.94";1;"9201-20316"
"20981";"9201";"5";"1";"JURAMENTO, RUA";"457";9;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;"-19.9181884288855";"-43.901822189602";"614939.81";"7797196.63";1;"9201-20981"
"21150";"9201";"5";"1";"NIQUELINA, RUA";"245";17;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;"-19.9229329771328";"-43.9167411042047";"613374.81";"7796681.65";1;"9201-21150"
"21154";"9201";"5";"1";"NIQUELINA, RUA";"1225";13;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;"-19.9177993336228";"-43.9095254516872";"614133.76";"7797244.94";1;"9201-21154"
"21156";"9201";"5";"1";"NIQUELINA, RUA";"1655";11;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;"-19.9160540961142";"-43.905902645442";"614514.23";"7797435.63";1;"9201-21156"
"22901";"9201";"5";"1";"LOUIS BRAILLE, PCA";"587";7;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;4;"-19.918604291951";"-43.8999153995713";"615139.1";"7797149.3";4;"9201-22901"
"22902";"9201";"5";"1";"JURAMENTO, RUA";"145";10;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;"-19.9167665174168";"-43.9040345440455";"614709.26";"7797355.51";1;"9201-22902"
"30054";"9201";"5";"1";"AMAZONAS, AVE";"3060";33;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;"-19.93010908693945";"-43.9608267346737";"608755.46";"7795916.58";1;"9201-30054"
"30063";"9201";"5";"1";"AMAZONAS, AVE";"3410";34;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;2;"-19.93087128574848";"-43.96451853076382";"608368.54";"7795834.61";2;"9201-30063"
"30068";"9201";"5";"1";"AMAZONAS, AVE";"3826";35;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;"-19.93091900913439";"-43.96882552953654";"607917.72";"7795832.1";1;"9201-30068"
"32092";"9201";"5";"1";"SERENO, RUA";"2343";44;0;0;0;0;0;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6;"-19.9434099354718";"-43.962992929198";"608519.65";"7794445.93";6;"9201-32092"
"90098";"9201";"5";"1";"AMAZONAS, AVE";"478";27;0;0;0;0;0;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6;"-19.91937746821044";"-43.9393260573458";"611013.32";"7797090.23";6;"9201-90098"
"90106";"9201";"5";"1";"AMAZONAS, AVE";"856";28;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;3;0;0;0;5;"-19.92108214576816";"-43.94240933391686";"610689.4";"7796903.6";5;"9201-90106"
